Question,Answer,Label
민사집행법  에서 정한 ‘제1심 판결법원’의 의미 및 지방법원 합의부가 재판한 간접강제결정을 대상으로 한 청구이의의 소나 집행문부여에 대한 이의의 소가 위 합의부의 전속관할에 속하는지 여부,민사,0
의무이행 기간을 정하여 부대체적 작위의무의 이행을 명하는 가처분결정이 있은 경우 위 기간이 경과하면 가처분결정은 집행권원으로서 효력이 없는지 여부  가처분결정에서 정한 의무이행 기간이 경과한 후에 가처분결정에 기초한 간접강제결정이 발령되어 확정된 경우 간접강제결정이 그 결정에서 정한 배상금에 대하여 집행권원으로서 효력을 갖는지 여부 및 이때 채무자가 집행문부여에 대한 이의신청으로 무효인 간접강제결정에 대하여 부여된 집행문의 취소를 구할 수 있는지 여부,민사,0
발주자 원사업자 및 수급사업자 사이에서 발주자가 하도급대금을 직접 수급사업자에게 지급하기로 합의한 경우 발주자가 수급사업자의 직접 지급청구권 발생 후 원사업자에 대하여 생긴 사유로 수급사업자에 대항할 수 있는지 여부,민사,0
공사도급계약상 도급인의 지체상금채권과 수급인의 공사대금채권이 동시이행 관계에 있는지 여부,민사,0
국제항공운송계약에 「국제항공운송에 있어서의 일부 규칙 통일에 관한 협약」이 적용되려면 출발지와 도착지가 모두 협약 당사국이어야 하는지 여부,민사,0
사실에 대한 법적 판단이나 평가 또는 적용할 법률이나 법적 효과가 자백의 대상이 되는지 여부,민사,0
영업양도가 채권자취소권 행사의 대상이 되는지 여부,민사,0
영업양도 후 종래의 영업조직이 전부 또는 중요한 일부로서 기능하면서 동일성을 유지한 채 채무자에게 회복되는 것이 불가능하거나 현저히 곤란하게 된 경우 사해행위취소에 따른 원상회복의 방법,민사,0
채무자가 배당표에 대하여 집행력 있는 집행권원의 정본을 가진 채권자의 채권의 존재 여부나 범위에 관하여 이의한 경우 배당이의의 소를 제기할 수 있는지 여부 및 이는 가집행선고 있는 판결이 확정되지 않아 채무자가 청구이의의 소를 제기할 수 없는 때에도 마찬가지인지 여부,민사,0
채무자가 민사집행법  각 호에 해당하지 아니하여 배당에 참가하지 못하는 채권자의 채권에 우선 배당해야 한다는 이유로 배당이의의 소를 제기할 수 있는지 여부,민사,0
도시 및 주거환경정비법에 따른 조합의 이사가 자기를 위하여 조합을 상대로 소를 제기하는 경우 조합에 감사가 있는데도 조합장이 없거나 조합장이 대표권을 행사할 수 없는 사정이 있다는 이유로 민사소송법  에 따라 특별대리인을 선임할 수 있는지 여부 및 수소법원이 이를 간과하고 특별대리인을 선임한 경우 특별대리인이 이사가 제기한 소에 관하여 조합을 대표할 권한이 있는지 여부,민사,0
집합건물의 수분양자가 집합건물을 양도한 경우 집합건물의 소유 및 관리에 관한 법률 에 따른 하자담보추급권이 현재의 구분소유자에게 귀속하는지 여부,민사,0
집합건물의 종전 소유자인 갑 등이 집합건물의 소유 및 관리에 관한 법률 에 따른 하자담보추급권을 행사하는 소를 제기한 후 을 등에게 전유부분에 관하여 매매 등을 원인으로 소유권을 이전한 사안에서 갑 등이 소 제기를 통하여 하자담보추급권을 행사하였다는 사정만으로 양도 당시 하자담보추급권을 행사하기 위하여 유보하였다고 보기 어렵다고 한 사례,민사,0
소송상 상계항변이 실체법상 상계의 효과가 발생하는 경우 및 소송상 상계항변에 대하여 상대방이 소송상 상계의 재항변을 하는 것이 허용되는지 여부,민사,0
가분채권의 일부에 대한 이행청구의 소를 제기하면서 일부청구임을 명시하지 아니한 경우 확정판결의 기판력이 잔부청구에 미치는지 여부  일부청구임을 명시하는 방법 및 일부청구임을 명시하였는지 판단할 때 소장 등의 기재 외에 소송의 경과 등을 함께 살펴보아야 하는지 여부,민사,0
갑 등이 을 학교법인을 상대로 의료사고에 따른 손해배상을 구하는 조정신청을 하면서 적극적 손해 중 기왕치료비 금액을 특정하여 청구하고 비뇨기과 향후치료비 등의 금액을 특정하여 청구하면서 ‘향후치료비는 향후 소송 시 신체감정 결과에 따라 확정하여 청구한다’는 취지를 밝히고 위자료 금액을 특정하여 청구하였는데 조정이 성립되지 않아 소송으로 이행되어 갑에 대한 신체감정 등이 이루어지지 않은 상태에서 자백간주에 의한 갑 등 전부승소판결이 선고되어 확정되었고 그 후 갑 등이 선행 소송과 마찬가지로 을 법인을 상대로 의료사고에 따른 손해배상을 구한 사안에서 선행 소송 확정판결의 기판력이 위자료 채권 전부에 미치지만 적극적 손해에 대한 배상청구 부분에는 미치지 않는다고 한 사례,민사,0
근저당권자가 유치권 신고를 한 사람을 상대로 경매절차에서 유치권을 내세워 대항할 수 있는 범위를 초과하는 유치권의 부존재 확인을 구할 법률상 이익이 있는지 여부 및 유치권 신고를 한 사람이 피담보채권으로 주장하는 금액 중 일부만 경매절차에서 유치권으로 대항할 수 있는 경우 법원이 취할 조치,민사,0
유치권 부존재 확인소송에서 유치권의 목적물과 견련관계 있는 채권의 존재에 관한 주장·증명책임의 소재,민사,0
등기이사이던 사람이 회사를 상대로 사임을 주장하며 이사직을 사임한 취지의 변경등기를 구하는 소를 제기한 경우 그 소에 관하여 회사를 대표할 사람,민사,0
소장에 대표자의 표시가 되어 있으나 그 표시에 잘못이 있는 경우 재판장이 보정명령을 하고 그에 대한 불응을 이유로 소장을 각하할 수 있는지 여부,민사,0
전자소송의 등록사용자가 전자우편주소와 휴대전화번호를 전자소송시스템에 입력한 경우 전자문서 등재사실에 관한 통지의 방법 및 등재된 전자문서가 등록사용자의 미확인으로 송달 간주되는 시기,민사,0
민사소송법   에서 원고에게 소송비용에 대한 담보제공을 명할 수 있도록 한 취지 및 소송비용에 대한 담보제공명령의 허용 요건,민사,0
갑 영농조합법인이 준비명령에서 정한 기한 내에 을 영농조합법인 등의 답변서에 대한 반박 준비서면을 제출하지 아니하여 제1심법원이 민사소송법 에 따라 소송비용에 대한 담보제공을 명한 사안에서 위 담보제공명령이 정당하다고 본 원심결정에 법리오해의 위법이 있다고 한 사례,민사,0
수인의 공동소송인이 서로 다른 변호사를 선임하여 소송을 수행하였는데 소송비용을 상대방이 전부 부담하는 판결이 선고된 경우 소송비용액 확정 절차에서 상대방이 공동소송인 중 일부 당사자에게 상환할 변호사보수,민사,0
판결 주문에서 소송비용을 공동소송인 중 일부와 상대방 사이에 생긴 부분과 나머지 공동소송인과 상대방 사이에 생긴 부분으로 나누어 각 해당 부분의 공동소송인이 부담한다고 정한 경우 공동소송인 각자가 상대방에게 상환할 변호사보수의 산정 방법,민사,0
갑이 을을 상대로 지급명령을 신청하면서는 ‘자판기 대금을 지급하였는데 자판기를 인도받지 못하였다’고 주장하다가 지급명령에 터 잡은 추심금 청구소송에서는 ‘자판기를 납품하였으나 대금을 지급받지 못하였다’고 주장을 변경하고 을이 제기한 청구이의의 소에서는 ‘기망당하여 자판기 구매대금을 편취당하였다’고 주장하면서 을의 범죄경력 및 사건번호에 대한 사실조회를 신청한 사안에서 위 증거신청은 모색적인 증거신청에 해당하여 부적법하고 모색적 증거신청이 불가피한 특별한 사정이 있다고 볼 수도 없다고 한 사례,민사,0
갑이 자신 소유의 승용차에 관하여 을 보험회사와 자동차보험계약을 체결한 상태에서 야간에 피보험차량을 운전하고 가다가 중앙분리대를 충격하는 등 교통사고를 일으켜 피보험차량이 심하게 파손되는 등 손해를 입자 을 회사를 상대로 자기차량손해 보험금 등을 청구하였는데 을 회사가 갑은 음주운전을 하다가 사고를 냈으므로 보험계약의 음주운전 면책약관에 따라 자기차량손해 보험금 부분이 면책된다고 주장한 사안에서 사고에 이르기까지 갑의 행적 등 제반 사정에 비추어 갑이 사고 당시 혈중알코올농도 0.05% 이상의 음주상태에 있었음이 추인되므로 자기차량손해 보험금 지급의무가 면책된다고 한 사례,민사,0
갑 외국법인이 인터넷을 기반으로 하여 전 세계적으로 제공하는 검색 이메일 등의 서비스에 가입한 을 등이 갑 법인을 상대로 정보통신망 이용촉진 및 정보보호 등에 관한 법률   에 따라 갑 법인이 을 등의 개인정보 및 서비스 이용 내역을 제3자에게 제공한 현황의 공개 등을 구한 사안에서 을 등과 갑 법인 사이의 서비스 이용에 관한 법률관계에는 서비스 약관상 준거법 합의가 있더라도 정보통신망 이용촉진 및 정보보호 등에 관한 법률상 이용자의 권리보호에 관한 규정들이 적용되고 갑 법인은 법령에 의하여 비공개 의무가 부과된 사항을 제외하고 을 등의 개인정보 및 서비스 이용 내역을 제3자에게 제공하였는지와 그 내용을 공개할 의무가 있다고 한 사례,민사,0
변호사 갑이 운영하는 법률사무소에서 ‘사무장’ 직함으로 근무하는 을이 소송 의뢰인 병 등에게 법원경매에 투자할 것을 권유하여 경매대금 등의 명목으로 돈을 편취하자 병 등이 갑을 상대로 사용자책임을 물은 사안에서 갑의 사용자책임을 인정한 사례,민사,0
갑이 을 은행 명의의 근저당권이 설정된 부동산을 매수하면서 병 은행과 병 은행에서 대출을 받아 근저당권을 말소하고 소유권이전등기를 마친 다음 병 은행 명의로 1순위 근저당권을 설정하되 업무 처리는 병 은행이 지정한 법무사에게 맡기기로 약정하였는데 병 은행이 지정한 법무사 정의 사무장 무가 병 은행에서 건네받은 대출금 등을 횡령하였고 그 후 을 은행 명의의 근저당권에 따른 임의경매절차가 진행되어 갑이 채무를 대위 변제한 사안에서 병 은행은 정 및 무의 사용자로서 민법 에 따라 갑에게 대위 변제금 상당의 손해를 배상할 책임이 있다고 한 사례,민사,0
채무부존재확인의 소를 제기한 것만으로 민사집행법  에 따른 잠정처분을 할 요건이 갖추어졌다고 할 수 있는지 여부,민사,0
갑이 을 주식회사와 을 회사 소유 토지 위에 건물을 신축하는 공사도급계약을 체결하고 공사하였으나 공사대금을 받지 못하였고 공사대금채권을 피담보채권으로 하여 위 건물에 유치권을 행사하던 중 이를 제3자에게 임대하였는데 위 건물 임의경매에서 소유권을 취득한 병이 갑을 상대로 유치권부존재확인을 구한 사안에서 을 회사의 유치권소멸청구에 따라 갑의 유치권이 소멸하였다고 한 사례,민사,0
가전제품 판매매장들을 운영하는 갑 주식회사가 사단법인 한국음악저작권협회가 신탁받아 관리하는 음악저작물에 관하여 공중송신 이용허락만 받은 매장음악서비스 제공업체로부터 디지털 형태의 음원을 전송받아 영업장 면적 3000㎡ 미만인 판매매장에서 재생하였는데 협회가 저작권법  에 따라 문화체육관광부장관의 승인을 얻어 정한 ‘저작권 사용료 징수규정’에는 3000㎡ 미만의 전자양판점 등에 대한 공연사용료 징수규정이 마련되어 있지 않은 상태에서 갑 회사를 상대로 손해배상을 구한 사안에서 갑 회사가 협회의 공연권을 침해하였고 손해를 배상할 책임이 있다고 한 사례,민사,0
베트남전에 파견되어 전투임무를 수행한 갑 등이 국가를 상대로 미지급 전투근무수당과 추가 해외파견 근무수당의 지급을 구하는 소를 제기한 사안에서 위 소는 공법상의 법률관계에 관한 소송에 해당하여 행정소송법  에 규정된 당사자소송의 절차에 따라야 하므로 관할 행정법원으로 이송되어야 한다고 한 사례,민사,0
갑 보험회사가 을과 체결한 보증보험계약에 따라 보험금을 지급하고 을을 상대로 제기한 구상금청구소송의 확정판결에 따라 을이 병 주식회사에 가지는 임금채권 등에 관하여 채권압류 및 추심명령을 받은 사안에서 을의 퇴직금에 대한 갑 회사의 압류 및 추심명령이 근로자퇴직급여 보장법  에 위배되어 무효라고 볼 수 없다고 한 사례,민사,0
갑 소유 부동산에 관하여 매매계약을 체결하고 소유권이전등기를 마친 을이 갑의 채권자인 병 주식회사 정 주식회사 및 갑에 대하여 조세채권을 가진 국가로부터 각각 사해행위 취소와 원상회복을 구하는 소를 제기당하여 제1심에서 모두 패소하자 항소한 다음 채권자 불확지를 원인으로 민법 를 근거 조문으로 적시하고 피공탁자를 병 회사 정 회사 및 국가로 지정하여 을이 부담할 최대 가액배상금에 해당하는 공동담보가액을 공탁한 사안에서 위 공탁은 채권자 불확지를 원인으로 한 변제공탁으로서 적법·유효하고 공탁금출급청구권은 병 회사 정 회사 및 국가에 각자의 가액배상금의 비율에 따라 귀속된다고 한 사례,민사,0
전세권이 존속기간 만료 등으로 종료한 경우 최선순위 전세권자의 채권자가 전세권이 설정된 부동산에 대한 경매절차에서 채권자대위권에 기하거나 전세금반환채권에 대하여 압류 및 추심명령을 받은 다음 추심권한에 기하여 자기 이름으로 전세권에 대한 배당요구를 할 수 있는지 여부 및 이때 전세권이 존속기간 만료 등으로 종료하였다는 점에 관한 소명자료를 배당요구 종기까지 제출하여야 하는지 여부,민사,0
건축공사도급계약이 수급인의 채무불이행을 이유로 해제될 당시 공사가 상당한 정도로 진척되어 이를 원상회복하는 것이 중대한 사회적·경제적 손실을 초래하고 완성된 부분이 도급인에게 이익이 되는 경우 도급계약의 권리의무관계  건축공사도급계약이 중도해제된 경우 도급인이 지급하여야 할 보수는 약정한 총 공사비에 기성고 비율을 적용한 금액인지 여부  이때 기성고 비율을 확정하는 방법 및 기성고 비율과 대금에 관하여 분쟁이 있는 경우 당사자들이 약정으로 이를 정산할 수 있는지 여부,민사,0
공동이행방식의 공동수급체가 민법상 조합에 해당하는지 여부 및 이때 한쪽 당사자가 구성원들 사이의 내부적인 법률관계를 규율하기 위한 약정에 따른 의무를 이행하지 않아 상대방이 도급인에 대한 의무를 이행하기 위하여 손해가 발생한 경우 상대방에게 채무불이행에 기한 손해배상책임을 지는지 여부,민사,0
공사도급계약에 따른 선급금의 법적 성질  도급인이 선급금을 지급한 후 도급계약이 해제되거나 해지된 경우 별도의 상계 의사표시 없이 기성고에 해당하는 공사대금 중 미지급액이 선급금으로 충당되는지 여부 및 이때 선급금이 미지급 공사대금에 충당되고 남는 경우 수급인이 남은 선급금을 반환할 의무를 지는지 여부,민사,0
경영권 상실 등으로 퇴직을 앞둔 이사가 회사에서 최대한 많은 보수를 받기 위해 지나치게 과다하여 합리적 수준을 현저히 벗어나는 보수 지급 기준을 마련하고 지위를 이용한 영향력 행사로 소수주주의 반대에도 주주총회결의가 성립되도록 한 경우 위 행위의 효력,민사,0
소송절차 내에서 법인 또는 법인이 아닌 사단의 대표자가 청구의 포기·인낙 또는 화해를 하는 데 필요한 권한을 수여받지 아니한 것에서 더 나아가 자기 또는 제3자의 이익을 도모할 목적으로 권한을 남용하여 법인 등의 이익에 배치되는 청구의 포기·인낙 또는 화해를 하였고 상대방 당사자가 대표자의 진의를 알았거나 알 수 있었을 경우 준재심 제기 기간의 기산일인 ‘법인 등이 준재심의 사유를 안 날’의 의미,민사,0
재심의 소에 공동소송적 보조참가인이 참가한 후 피참가인이 공동소송적 보조참가인의 동의 없이 한 재심의 소 취하의 효력 및 이는 재심의 소를 피참가인이 제기한 경우나 통상의 보조참가인이 제기한 경우에도 마찬가지인지 여부  통상의 보조참가인이 재심의 소를 제기한 경우 피참가인의 재심의 소 취하로 재심의 소 제기가 무효로 되거나 부적법하게 되는지 여부,민사,0
민사소송법   단서가 공동소송적 보조참가인에게도 적용되는지 여부,민사,0
다세대주택 지하층 및 1 2층의 입구 오른쪽 세대 전유부분 면적은 50.44㎡이고 왼쪽 세대 전유부분 면적은 52.03㎡이며 소유권보존등기 당시 제출된 도면상에는 입구 오른쪽 세대가 각 층 01호로 왼쪽 세대가 각 층 02호로 기재되었는데 실제 현관문에는 각 층 입구 오른쪽 세대가 02호로 왼쪽 세대가 01호로 각 표시되어 있고 갑이 임의경매절차에서 등기부상 ‘지층 02호 면적 52.03㎡’인 부동산을 매각받은 사안에서 갑은 입구 왼편에 있는 지층 02호를 매각받은 것으로 보아야 한다고 한 사례,민사,0
소송고지의 요건이 갖추어진 소송고지서에 고지자가 피고지자에 대하여 채무의 이행을 청구하는 의사가 표명되어 있는 경우 민법 에 정한 시효중단사유로서의 최고의 효력이 인정되는지 여부 및 소송고지에 의한 최고의 경우 시효중단 효력의 발생 시기,민사,0
채무자의 채무불이행으로 인한 손해배상액이 예정되어 있는데 손해의 발생 및 확대에 채권자에게도 과실이 있는 경우 민법  에 따라 손해배상 예정액을 감액할 수 있는지 여부 및 이때 과실상계를 할 수 있는지 여부,민사,0
국가계약에 사법의 규정 내지 법원리가 그대로 적용되는지 여부 및 상법 의 상사법정이율이 적용되는 ‘상행위로 인한 채무’의 범위,민사,0
국유 일반재산의 대부료 등의 지급을 민사소송의 방법으로 구할 수 있는지 여부,민사,0
파산자가 상대방 회사와 그 회사의 이사회 결의가 없는 거래행위를 하였다가 파산이 선고된 경우 파산관재인이 그 거래행위에 관하여 새로운 법률상 이해관계를 가지게 된 제3자에 해당하는지 여부 및 상대방 회사가 거래의 무효를 파산관재인에게 주장할 수 있는지 여부,민사,0
배당받을 권리 있는 채권자가 자신이 배당받을 몫을 받지 못하고 그로 인해 권리 없는 다른 채권자가 그 몫을 배당받은 경우 배당이의 여부 또는 배당표의 확정 여부와 관계없이 배당받을 수 있었던 채권자가 배당금을 수령한 다른 채권자를 상대로 부당이득반환 청구를 할 수 있는지 여부,민사,0
담보권 실행을 위한 부동산경매절차에서 근저당권자인 갑 은행에 2순위로 채권액 전부가 배당되고 일반채권자인 신용보증기금과 을 주식회사 등에는 6순위로 채권액 일부만 배당되자 배당기일에 출석한 을 회사가 갑 은행에 배당된 배당금에 관하여 이의하고 갑 은행을 상대로 배당이의의 소를 제기하여 확정된 화해권고결정에 따라 갑 은행에 배당된 배당금 전액을 수령하였는데 그 후 위 배당기일에 출석하였으나 이의하지 않은 신용보증기금이 을 회사를 상대로 을 회사가 수령한 배당금 중 신용보증기금의 채권액에 비례한 안분액에 대해서 부당이득반환을 구한 사안에서 을 회사는 신용보증기금에 을 회사가 수령한 배당금 중 신용보증기금의 채권액에 비례한 안분액을 부당이득으로 반환할 의무가 있다고 한 사례,민사,0
책임보험에서 보험자에 대한 피보험자의 보험금청구권과 제3자의 직접청구권의 우선 관계  책임보험의 보험자가 피보험자의 보험금청구권에 관한 가압류 등의 경합을 이유로 집행공탁을 한 경우 이로써 상법  에 따라 직접청구권을 가지는 제3자에게 대항할 수 있는지 여부,민사,0
원·피고의 일방과 제3자 또는 제3자 상호 간의 법률관계가 확인의 소의 대상이 될 수 있는지 여부 및 확인의 이익이 인정되는 경우  이러한 법리가 원·피고의 일방이 제3자와 계약이나 협약을 체결하였으나 그 후 계약이나 협약의 해제·해지를 둘러싸고 분쟁이 생긴 경우에도 적용되는지 여부,민사,0
갑 외국인학교 총감 을이 병 지방자치단체 등과 정 학교의 설립·운영에 관한 협약을 체결하였는데 병 지방자치단체 등이 을에게 협약 해지를 통보하자 갑 학교가 병 지방자치단체 등을 상대로 협약유효확인을 구한 사안에서 갑 학교가 병 지방자치단체 등을 상대로 협약유효확인을 구할 이익이 있다고 단정하기 어렵다고 한 사례,민사,0
학교가 민사소송에서 당사자능력이 인정되는지 여부,민사,0
당사자가 소송대리인에게 소송위임을 한 다음 소 제기 전 사망하였는데 소송대리인이 이를 모르고 사망한 당사자를 원고로 표시하여 소를 제기한 경우 소 제기가 적법한지 여부 및 이때 상속인들이 소송절차를 수계하여야 하는지 여부,민사,0
당사자가 사망하였으나 소송대리인이 있어 소송절차가 중단되지 아니한 경우 판결이 상속인들 전원에 대하여 효력이 있는지 여부  이 경우 항소는 소송수계절차를 밟은 다음에 제기하여야 하는지 여부 및 제1심 소송대리인이 상소제기에 관한 특별수권이 있는 경우 항소심에서 소송수계절차를 거치면 되는지 여부,민사,0
상속인들에게서 항소심소송을 위임받은 소송대리인이 소송수계절차를 취하지 아니한 채 사망한 당사자 명의로 항소장 등을 제출한 경우 상속인들이 항소심에서 수계신청을 하고 소송대리인의 소송행위를 추인하면 하자가 치유되는지 여부 및 이때 추인이 묵시적으로 가능한지 여부,민사,0
민사소송법  에 규정된 독립당사자참가의 요건,민사,0
공동저당에 제공된 채무자 소유의 부동산과 물상보증인 소유의 부동산 가운데 물상보증인 소유의 부동산이 먼저 경매되어 매각대금에서 선순위공동저당권자가 변제를 받은 경우 물상보증인이 채무자에 대하여 구상권을 취득함과 동시에 채무자 소유의 부동산에 대한 선순위공동저당권을 대위취득하는지 여부 및 물상보증인 소유의 부동산에 대한 후순위저당권자가 물상보증인이 대위취득한 채무자 소유의 부동산에 대한 선순위공동저당권에 대하여 물상대위를 할 수 있는지 여부  이때 채무자가 물상보증인에 대한 반대채권으로 물상보증인의 구상금 채권과 상계함으로써 물상보증인 소유의 부동산에 대한 후순위저당권자에게 대항할 수 있는지 여부,민사,0
갑 소유의 부동산과 채무자인 을 소유의 부동산을 공동저당의 목적으로 하여 병 은행 앞으로 선순위근저당권이 설정된 후 갑 소유의 부동산에 관하여 정 앞으로 후순위근저당권이 설정되었는데 갑 소유의 부동산에 관하여 먼저 경매절차가 진행되어 병 은행이 채권 전액을 회수하였고 이에 정이 갑 소유의 부동산에 대한 후순위저당권자로서 물상보증인에게 이전된 근저당권으로부터 우선하여 변제를 받을 수 있다고 주장하며 병 은행 등을 상대로 근저당권설정등기의 이전을 구하자 갑이 을에 대해 취득한 구상금 채권이 상계로 소멸하였다고 주장하며 을이 병 은행을 상대로 근저당권설정등기의 말소를 구하는 독립당사자 참가신청을 한 사안에서 을의 독립당사자 참가신청을 각하한 사례,민사,0
제3자이의의 소의 원고적격을 가지는 제3자의 의미  집행의 채무자가 누구인지 결정하는 기준 및 집행의 채무자적격을 가지지 아니한 사람에 대하여 집행문을 내어 준 경우 집행문이 취소될 때까지는 그 사람이 집행문에 의한 집행의 채무자가 되는지 여부,민사,0
집행문부여에 대한 이의의 소를 제기할 수 있는 경우,민사,0
지급명령 사건이 채무자의 이의신청으로 소송으로 이행되는 경우 지급명령에 의한 시효중단 효과의 발생시기,민사,0
민사집행법  에 따라 경매절차가 취소된 경우 압류로 인한 소멸시효 중단의 효력이 소멸하는지 여부 및 첫 경매개시결정등기 전에 등기되었고 매각으로 소멸하는 저당권을 가진 채권자의 채권신고로 소멸시효가 중단된 경우에도 마찬가지인지 여부,민사,0
판결 선고 후 판결문을 전자문서로 전산정보처리시스템에 등재하고 그 사실을 전자적으로 통지하였는데 등록사용자가 판결문을 1주 이내에 확인하지 아니한 경우 판결문 송달의 효력이 발생하는 시기 및 상소기간,민사,0
주위적 피고에 대한 주위적·예비적 청구 중 주위적 청구 부분이 받아들여지지 아니할 경우 그와 법률상 양립할 수 없는 관계에 있는 예비적 피고에 대한 청구를 받아들여 달라는 취지로 결합하여 소를 제기할 수 있는지 여부 및 처음에는 주위적 피고에 대한 주위적·예비적 청구만 하였다가 청구를 결합하기 위하여 예비적 피고를 추가할 수 있는지 여부  이 경우 주위적 피고에 대한 예비적 청구와 예비적 피고에 대한 청구를 병합하여 통상의 공동소송으로 보아 심리·판단할 수 있는지 여부 및 이러한 법리는 주위적 피고에 대하여 실질적으로 선택적 병합 관계에 있는 두 청구를 주위적·예비적으로 순위를 붙여 청구한 경우에도 그대로 적용되는지 여부,민사,0
피고가 원고 이외의 제3자를 추가하여 반소피고로 하는 반소의 허용 여부 및 위와 같은 반소가 허용되는 경우,민사,0
특허발명과 대비되는 발명이 특허발명의 청구항에 기재된 필수적 구성요소들 중 일부만을 갖추고 있는 경우 위 발명이 특허발명의 권리범위에 속하는지 여부,민사,0
민법 에서 정한 사용자책임의 요건인 ‘사무집행에 관하여’의 의미와 판단 기준 및 여기서 사용자와 피용자의 관계는 유효한 고용관계가 있는 경우에 한하는지 여부,민사,0
상법   에 따라 주식회사가 대표이사의 불법행위로 손해배상책임을 지기 위한 요건 및 여기서 ‘업무집행으로 인하여’의 의미  행위의 외형상 대표이사의 업무집행이라고 인정할 수 있는 것은 대표이사의 개인적 이익을 도모하기 위한 것이거나 법령에 위배된 것이라도 주식회사의 손해배상책임을 인정하여야 하는지 여부,민사,0
영업비밀 등을 부정취득한 자는 영업비밀 등을 실제 사용하였는지와 관계없이 부정취득 행위 자체만으로 영업비밀 등 보유자의 영업상 이익을 침해한 것인지 여부 및 이 경우 영업비밀 등을 취득함으로써 얻는 이익의 의미,민사,0
불법행위로 인한 손해배상청구소송에서 손해가 발생한 사실은 인정되나 구체적인 손해의 액수를 증명하는 것이 사안의 성질상 매우 어려운 경우 법원이 증거조사의 결과와 변론 전체의 취지에 의하여 밝혀진 간접사실들을 종합하여 손해배상 액수를 정할 수 있는지 여부,민사,0
작성명의인의 인영에 의하여 처분문서의 진정성립을 추정할 때 요구되는 심리의 정도,민사,0
변호사 갑이 운영하는 법률사무소에서 사무장으로 근무하다가 해고된 을이 임금과는 별도로 정산금을 지급하기로 기재되어 있는 근로계약서 ‘사본’을 서증으로 제출하면서 갑을 상대로 약정금 등의 지급을 구한 사안에서 근로계약서는 갑의 약정사실을 증명하는 증거로서 가치가 없고 근로계약서가 원본이라도 진정성립이 추정된다고 단정하기 어렵다고 한 사례,민사,0
부동산 실권리자명의 등기에 관한 법률 시행 후에 계약명의신탁약정을 한 경우 명의수탁자가 명의신탁자에게 반환하여야 할 부당이득의 대상  명의수탁자가 완전한 소유권 취득을 전제로 사후적으로 명의신탁자와 매수자금반환의무의 이행에 갈음하여 명의신탁된 부동산을 양도하기로 약정하고 명의신탁자 앞으로 소유권이전등기를 마쳐준 경우 위 소유권이전등기의 효력,민사,0
토지의 전 소유자가 무단 점유자를 상대로 제기한 부당이득반환청구소송의 변론종결 후에 토지의 소유권을 취득한 사람이 위 소송에서 확정된 정기금판결에 대하여 변경의 소를 제기하는 것이 적법한지 여부,민사,0
사망자를 피고로 하는 소제기 상태에서 선고된 제1심판결의 효력 및 이 경우 상속인들에 의한 항소나 소송수계신청이 적법한지 여부  이러한 법리는 소제기 후 소장부본이 송달되기 전에 피고가 사망한 경우에도 마찬가지로 적용되는지 여부,민사,0
가처분채권자가 가처분으로 가처분채무자가 받게 될 손해를 담보하기 위하여 담보제공명령으로 금전을 공탁한 후 파산선고를 받은 경우 가처분채무자가 공탁금회수청구권에 관하여 파산절차에 의하지 아니하고 담보권을 실행할 수 있는지 여부  담보공탁금의 피담보채권인 가처분채무자의 손해배상청구권이 파산채무자인 가처분채권자에 대한 파산선고 전의 원인으로 생긴 재산상의 청구권인 경우 가처분채무자가 가처분채권자의 파산관재인을 상대로 위 손해배상청구권에 관하여 이행소송을 제기할 수 있는지 여부 및 이 경우 가처분채무자가 담보권을 실행하는 방법,민사,0
민사소송법  에서 정한 송달장소로서 ‘영업소 또는 사무소’의 의미 및 한시적 기간에만 설치되거나 운영되는 곳이라도 어느 정도 반복해서 송달이 이루어질 것이라고 객관적으로 기대할 수 있는 경우 위 조항에서 정한 ‘영업소 또는 사무소’에 해당하는지 여부,민사,0
저작권법  에 규정한 ‘저작물’의 요건인 ‘창작성’의 의미  구체적인 대본이 없이 대략적인 구성안만을 기초로 출연자 등에 의하여 표출되는 상황을 담아 제작되는 이른바 ‘리얼리티 방송 프로그램’이 저작물로서 보호받을 수 있는지 여부 및 리얼리티 방송 프로그램의 창작성 여부를 판단할 때 고려하여야 할 사항,민사,0
두 저작물 사이에 실질적인 유사성이 있는지 판단하는 기준 및 아이디어나 이론 등의 사상 또는 감정 그 자체가 저작권의 보호 대상인지 여부,민사,0
부정경쟁방지 및 영업비밀보호에 관한 법률   목에서 정한 ‘국내에 널리 인식된’이라는 용어의 의미,민사,0
경쟁자가 상당한 노력과 투자에 의하여 구축한 성과물을 자신의 영업을 위하여 무단으로 이용함으로써 부당하게 이익을 얻고 경쟁자의 법률상 보호할 가치가 있는 이익을 침해한 경우 민법상 불법행위에 해당하는지 여부,민사,0
담보권 실행을 위한 경매에서 경매목적물의 진정한 소유자와 경매개시결정기입등기 당시 소유자로 등기된 사람이 다른 경우 배당이의의 소를 제기할 원고적격,민사,0
채권자가 제기한 배당이의의 소에서 승소하기 위하여는 피고의 채권이 존재하지 않는다는 점 외에 자신이 피고에게 배당된 금원을 배당받을 권리가 있다는 점까지 주장·증명하여야 하는지 여부  채무자나 소유자가 제기한 배당이의의 소에서의 심리대상 및 채무자나 소유자는 피고의 채권이 존재하지 아니함을 주장·증명하는 것으로 충분한지 여부,민사,0
